MonkeyNumberGroves,NumberIn96Edition,ReferenceFullSpecies,SuppressTaxa,SpeciesInNewGroves,sp_nov,ONly in IUCN,Superfamily,Suborder,Ifraorder,Family,Subfamily,Tribe,Genus,Subgenus,Species-group,Species,Subspecies,Describer,YearDescribed,LatinName
710,,825,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,seniculus,insulanus,Elliot,1910,Alouatta seniculus insulanus
713,,787,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,geoffroyi,azuerensis,Bole,1937,Ateles geoffroyi azuerensis
714,,787,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,geoffroyi,frontatus,Gray,1842,Ateles geoffroyi frontatus
715,,790,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Ateles,,,hybridus,brunneus,Gray,1872,Ateles hybridus brunneus
716,,0,0,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Indriidae,,,Avahi,,,cleesei,,Thalmann & Geissmann,2005,Avahi cleesei
717,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Pitheciidae,Callicebinae,,Callicebus,,donacophilus,aureipalatii,,"Wallace, Gómez, A. M. Felton and A. Felton",2006,Callicebus aureipalatii 
718,,837,1,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,albifrons,,Humboldt,1812,Cebus albifrons
719,,837,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,albifrons,malitiosus,Elliot,1909,Cebus albifrons malitiosus
720,,837,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,albifrons,yuracus,Hershkovitz,1949,Cebus albifrons yuracus
721,,1251,0,0,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,capucinus,curtus,Bangs,1905,Cebus capucinus curtus
722,,832,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,capucinus,imitator,Thomas,1903,Cebus capucinus imitator
723,,832,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,capucinus,limitaneus,Hollister,1914,Cebus capucinus limitaneus
724,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,cay,,Illiger,1815,Cebus cay
725,,830,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,olivaceus,apiculatus,Hershkovitz,1949,Cebus olivaceus apiculatus
726,,830,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,olivaceus,brunneus,Allen,1914,Cebus olivaceus brunneus
727,,830,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,olivaceus,castaneus,I. Geoffroy,1851,Cebus olivaceus castaneus
728,,830,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,olivaceus,nigrivittatus,Wagner,1848,Cebus olivaceus nigrivittatus
729,,857,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,erythrogaster,pococki,Grubb Lernould & Oates,2000,Cercopithecus erythrogaster pococki
731,,809,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,guereza,gallarum,Neumann,1902,Colobus guereza gallarum
732,,872,1,0,0,0,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Galago,,,moholi,bradfieldi,Roberts,1931,Galago moholi bradfieldi
733,,1101,0,0,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,agilis,unko,Lesson,1829,Hylobates agilis unko
734,,896,0,0,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,moloch,pongoalsoni,Sody,1949,Hylobates moloch pongoalsoni
735,,0,0,1,0,0,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Lepilemuridae,,,Lepilemur,,,mitsinjonenis,,retracted,,Lepilemur mitsinjonenis 
737,,0,1,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Lophocebus,,,kipunji,,Jones  Ehardt  Butynski  Davenport  Mpunga  Machaga & De Luca,2005,Lophocebus kipunji 
738,,875,0,0,0,1,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Lorisidae,Lorisinae,,Loris,,,lydekkerianus,nordicus,Hill,1933,Loris lydekkerianus nordicus
739,,833,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,,mulatta,littoralis,Elliot,1909,Macaca mulatta littoralis
740,,833,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,,mulatta,siamica,Kloss,1917,Macaca mulatta siamica
741,,833,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,,mulatta,tcheliensis,Milne-Edwards,1870,Macaca mulatta tcheliensis
742,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,,munzala,,"Sinha, Datta, Madhusudan & Mishra",2005,Macaca munzala 
743,,836,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,,radiata,diluta,Pocock,1931,Macaca radiata diluta
744,,811,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,,sinica,opisthomelas,Hill,1942,Macaca sinica opisthomelas
745,,0,1,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Mico,,,rondôni,,"Ferrari, Sena, Schneider, and  Silva Jr",2010,Mico rondôni
746,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Mico,,,intermedius,,Hershkovitz,1977,Mico intermedius
747,,0,0,1,0,1,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,jollyae,,"Louis Jr., Coles, Andriantompohavana, Sommer, Engberg, Zaonarivelo, Mayor & Brenneman",2006,Microcebus jollyae 
748,,0,0,1,0,1,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,lehilahytsara,,Roos and Kappeler in Kappeler et al.,2005,Microcebus lehilahytsara 
749,,0,0,1,0,1,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,mittermeieri,,"Louis Jr., Coles, Andriantompohavana, Sommer, Engberg, Zaonarivelo, Mayor & Brenneman",2006,Microcebus mittermeieri 
750,,0,0,1,0,1,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Microcebus,,,simmonsi,,"Louis Jr., Coles, Andriantompohavana, Sommer, Engberg, Zaonarivelo, Mayor & Brenneman",2006,Microcebus simmonsi 
751,,0,0,1,0,1,Cheirogaleoidea,Prosimii/Strepsirhini,Lemuriformes,Cheirogaleidae,Cheirogaleinae,,Mirza,,,zaza,,Kappeler & Roos in Kappeler et al.,2005,Mirza zaza 
752,,890,0,0,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Nasalis,,,larvatus,orientalis,Chasen,1940,Nasalis larvatus orientalis
753,,906,0,0,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Nomascus,,,concolor,concolor,Harlan,1826,Nomascus concolor concolor
755,,884,0,0,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Pan,,,troglodytes,marungensis,Noack,1877,Pan troglodytes marungensis
757,,1078,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,rufomitratus,langi,J. A. Allen,1925,Procolobus rufomitratus langi
758,,1220,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Piliocolobus,,,foai,lulindicus,Matschie,1914,Piliocolobus foai lulindicus
759,,1078,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,rufomitratus,parmentieri,Colyn & Verheyen,1987,Procolobus rufomitratus parmentieri
808,893,0,1,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Mandrillus,,,leucophaeus,,F. Cuvier,1807,Mandrillus leucophaeus 
809,931,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,guereza,,Rüppell,1835,Colobus guereza 
810,878,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,mulatta,fuscata,,Blyth,1875,Macaca fuscata 
811,888,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,sinica,,Linnaeus,1771,Macaca sinica 
812,992,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Papio,,,ursinus,,Kerr,1792,Papio ursinus 
813,874,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,assamensis,,McClelland,1840,Macaca assamensis 
814,890,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,thibetana,,Milne-Edwards,1870,Macaca thibetana
816,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Mico,,,emiliae,,Thomas,1920,Mico emiliae 
817,904,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Chlorocebus,,,aethiops,,Linnaeus,1758,Chlorocebus aethiops 
818,805,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Callitrichidae,Callitrichinae,,Cebuella,,,pygmaea,,Spix,1823,Cebuella pygmaea
820,,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,,pygerythrus,,F. Cuvier,1821,Cercopithecus pygerythrus 
821,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,libidinosus,,Spix,1823,Cebus libidinosus 
822,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Saimiriinae,,Saimiri,,,oerstedii,,Reinhardt,1872,Saimiri oerstedii
823,,0,0,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,nigritus,,Goldfuss,1809,Cebus nigritus 
824,,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,guariba,,Humboldt,1812,Alouatta guariba
825,863,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,seniculus,seniculus,,Linnaeus,1766,Alouatta seniculus
826,860,0,0,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Atelidae,Atelinae,,Alouatta,,palliata,palliata,,Gray,1849,Alouatta palliata 
827,,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,priam,,Blyth,1844,Semnopithecus priam 
828,920,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,nictitans,,Linnaeus,1766,Cercopithecus nictitans
829,838,206,0,0,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,apella,apella,apella,Linnaeus,1758,Cebus apella apella
830,840,0,1,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,olivaceus,,Schomburgk,1848,Cebus olivaceus 
831,910,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,diana,diana,,Linnaeus,1758,Cercopithecus diana
832,839,0,1,1,0,1,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,capucinus,,Linnaeus,1758,Cebus capucinus
833,881,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,mulatta,mulatta,,Zimmermann,1780,Macaca mulatta 
834,990,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Papio,,,cynocephalus,,Linnaeus,1766,Papio cynocephalus 
835,,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Lophocebus,,,aterrimus,,Oudemans,1890,Lophocebus aterrimus
836,886,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,sinica,radiata,,É. Geoffroy,1812,Macaca radiata 
837,837,0,1,1,0,0,Ceboidea,Anthropoidea/Haplorrhini,Platyrrhini,Cebidae,Cebinae,,Cebus,,capucinus,albifrons,,Humboldt,1812,Cebus albifrons
838,958,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,obscurus,obscurus,,Reid,1837,Trachypithecus obscurus 
839,917,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mitis,mitis,,Wolf,1822,Cercopithecus mitis 
840,933,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Colobus,,,satanas,,Waterhouse,1838,Colobus satanas 
841,960,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,pileatus,pileatus,,Blyth,1843,Trachypithecus pileatus 
842,935,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,badius,,Kerr,1792,Procolobus badius
843,938,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,pennantii,,Waterhouse,1838,Procolobus pennantii
844,951,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,,entellus,,Dufresne,1797,Semnopithecus entellus 
845,961,0,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,vetulus,vetulus,,Erxleben,1777,Trachypithecus vetulus 
846,946,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,melalophos,melalophos,,Raffles,1821,Presbytis melalophos
847,,1078,0,0,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Procolobus,,,rufomitratus,foai,Pousargues,1899,Procolobus rufomitratus foai
848,952,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,auratus,,É. Geoffroy,1812,Trachypithecus auratus
849,953,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,cristatus,,Raffles,1821,Trachypithecus cristatus
850,,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,cristatus,barbei,,Blyth,1847,Trachypithecus barbei 
851,956,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,pileatus,geei,,Khajuria,1956,Trachypithecus geei
852,955,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Trachypithecus,,francoisi,francoisi,,de Pousargues,1898,Trachypithecus francoisi 
853,,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Semnopithecus,,francoisi,poliocephalus,,Trouessart,1911,Semnopithecus poliocephalus 
854,915,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,hamlyni,hamlyni,,Pocock,1907,Cercopithecus hamlyni
855,922,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,mona,pogonias,,Bennett,1833,Cercopithecus pogonias 
856,921,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,petaurista,,Schreber,1774,Cercopithecus petaurista
857,913,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,erythrogaster,,Gray,1866,Cercopithecus erythrogaster 
858,914,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,erythrotis,,Waterhouse,1838,Cercopithecus erythrotis 
859,908,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,cephus,,Linnaeus,1758,Cercopithecus cephus 
860,906,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,cephus,ascanius,,Audebert,1799,Cercopithecus ascanius 
861,,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,nemestrina,pagensis,,Miller,1903,Macaca pagensis
862,885,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,nemestrina,ochreata,,Ogilby,1840,Macaca ochreata 
863,749,0,0,1,0,1,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Euoticus,,,pallidus,,Gray,1863,Euoticus pallidus 
864,756,0,0,1,0,0,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Galagoides,,zanzibaricus,zanzibaricus,,Matschie,1893,Galagoides zanzibaricus
865,750,0,0,1,0,1,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Sciurocheirus,,alleni,alleni,,Waterhouse,1838,Sciurocheirus alleni
866,745,0,0,0,0,0,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Lorisidae,Lorisinae,,Nycticebus,,,coucang,coucang,Boddaert,1785,Nycticebus coucang coucang
867,754,0,0,1,0,1,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Galago,,senegalensis,senegalensis,,É. Geoffroy,1796,Galago senegalensis
868,758,0,0,1,0,1,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Otolemur,,,garnettii,,Ogilby,1838,Otolemur garnettii
869,,0,0,1,0,0,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Otolemur,,,monteiri,,Bartlett,1863,Otolemur monteiri
870,757,0,0,1,0,1,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Otolemur,,,crassicaudatus,,É. Geoffroy,1812,Otolemur crassicaudatus
871,943,0,1,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,femoralis,femoralis,,Martin,1838,Presbytis femoralis
872,753,0,0,1,0,1,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Galagidae,,,Galago,,senegalensis,moholi,,Smith,1836,Galago moholi 
873,982,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Ponginae,,Pongo,,,pygmaeus,,Linnaeus,1760,Pongo pygmaeus
874,,0,1,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,siamensis,,Müller & Schlegel,1841,Presbytis siamensis 
875,,0,0,1,0,1,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Lorisidae,Lorisinae,,Loris,,,lydekkerianus,,Cabrera,1908,Loris lydekkerianus 
876,945,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,hosei,,Thomas,1889,Presbytis hosei
877,744,0,0,1,0,1,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Lorisidae,Lorisinae,,Loris,,,tardigradus,,Linnaeus,1758,Loris tardigradus 
878,949,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Presbytis,,siamensis,rubicunda,,Müller,1838,Presbytis rubicunda
879,747,0,0,1,0,1,Lorisoidea,Prosimii/Strepsirhini,Lorisiformes,Lorisidae,Perodicticinae,,Perodicticus,,,potto,,Müller,1766,Perodicticus potto 
880,965,0,1,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Pygathrix,,,nemaeus,,Linnaeus,1771,Pygathrix nemaeus 
881,967,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Rhinopithecus,,,roxellana,,Milne-Edwards,1870,Rhinopithecus roxellana
882,789,0,0,1,0,1,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Tarsius,,syrichta,bancanus,,Horsfield,1821,Tarsius bancanus
883,793,0,0,1,0,1,Tarsioidea,Haplorrhini,Tarsiiformes,Tarsiidae,,,Tarsius,,syrichta,syrichta,,Linnaeus,1758,Tarsius syrichta
884,986,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Pan,,,troglodytes,,Blumenbach,1775,Pan troglodytes
885,976,0,1,1,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Nomascus,,,leucogenys,,Ogilby,1840,Nomascus leucogenys 
886,984,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Gorilla,,,gorilla,,Savage & Wyman,1847,Gorilla gorilla
887,772,0,0,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Lemuridae,,,Varecia,,,variegata,,Kerr,1792,Varecia variegata 
888,983,1063,0,0,0,0,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hominidae,Homininae,,Gorilla,,,beringei,beringei Bwindi population,Matschie,1903,Gorilla beringei beringei Bwindi population
889,978,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,muelleri,,Martin,1840,Hylobates muelleri
890,969,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Nasalis,,,larvatus,,van Wurmb,1784,Nasalis larvatus 
891,968,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Colobinae,,Simias,,,concolor,,Miller,1903,Simias concolor 
892,975,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,lar,,Linnaeus,1771,Hylobates lar 
893,970,0,1,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,agilis,,F. Cuvier,1821,Hylobates agilis 
896,977,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hylobates,Hylobates,,moloch,,Audebert,1797,Hylobates moloch
897,774,0,0,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Lemuridae,,,Hapalemur,,,griseus,,Link,1795,Hapalemur griseus
898,973,0,1,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Hoolock,Bunopithecus,,hoolock,,Harlan,1831,Hoolock hoolock 
899,980,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Symphalangus,,,syndactylus,,Raffles,1821,Symphalangus syndactylus 
900,,0,1,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Nomascus,,,nasutus,,Kunkel d’Herculais,1884,Nomascus nasutus 
901,784,0,0,1,0,1,Lemuroidea,Prosimii/Strepsirhini,Lemuriformes,Indriidae,,,Indri,,,indri,,Gmelin,1788,Indri indri 
902,877,0,0,1,0,1,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Papionini,Macaca,,fascicularis,fascicularis,,Raffles,1821,Macaca fascicularis
904,923,904,0,1,0,0,Cercopithecoidea,Anthropoidea/Haplorrhini,Catarrhini,Cercopithecidae,Cercopithecinae,Cercopithecini,Cercopithecus,,lhoesti,preussi,,Matschie,1898,Cercopithecus preussi
906,,0,0,1,0,1,Hominoidea,Anthropoidea/Haplorrhini,Catarrhini,Hylobatidae,,,Nomascus,,,concolor,,Harlan,1826,Nomascus concolor 
